"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 11:28:10 GMT 2024","Sun Nov 17 11:28:10 GMT 2024","95","","it.cantest.JsonPlaceholderTest","","it.cantest.JsonPlaceholderTest","verifyTodosEndpoint","verifyTodosEndpoint()",""
"passed","Sun Nov 17 11:28:09 GMT 2024","Sun Nov 17 11:28:09 GMT 2024","72","","it.cantest.LoginTest","","it.cantest.LoginTest","testValidationError","testValidationError()",""
"passed","Sun Nov 17 11:28:10 GMT 2024","Sun Nov 17 11:28:10 GMT 2024","119","","it.cantest.JsonPlaceholderTest","","it.cantest.JsonPlaceholderTest","verifyCommentsEndpoint","verifyCommentsEndpoint()",""
"passed","Sun Nov 17 11:28:10 GMT 2024","Sun Nov 17 11:28:10 GMT 2024","101","","it.cantest.JsonPlaceholderTest","","it.cantest.JsonPlaceholderTest","verifyPostsEndpoint","verifyPostsEndpoint()",""
"passed","Sun Nov 17 11:28:10 GMT 2024","Sun Nov 17 11:28:10 GMT 2024","101","","it.cantest.JsonPlaceholderTest","","it.cantest.JsonPlaceholderTest","verifyPhotosEndpoint","verifyPhotosEndpoint()",""
"passed","Sun Nov 17 11:28:10 GMT 2024","Sun Nov 17 11:28:10 GMT 2024","95","","it.cantest.JsonPlaceholderTest","","it.cantest.JsonPlaceholderTest","verifyAlbumsEndpoint","verifyAlbumsEndpoint()",""
"passed","Sun Nov 17 11:28:09 GMT 2024","Sun Nov 17 11:28:09 GMT 2024","390","","it.cantest.LoginTest","","it.cantest.LoginTest","testInvalidLoginDetails","testInvalidLoginDetails()",""
"passed","Sun Nov 17 11:28:05 GMT 2024","Sun Nov 17 11:28:09 GMT 2024","3673","","it.cantest.LoginTest","","it.cantest.LoginTest","testSuccessfulSignIn","testSuccessfulSignIn()",""
"passed","Sun Nov 17 11:28:09 GMT 2024","Sun Nov 17 11:28:10 GMT 2024","483","","it.cantest.JsonPlaceholderTest","","it.cantest.JsonPlaceholderTest","verifyUsersEndpoint","verifyUsersEndpoint()",""
